ProjectAccession,Instrument,Quantification Method,Software,PTM
PXD001718,MS:1001910,PRIDE:0000436,,PRIDE:0000398
PXD001981,MS:1000125,,,MOD:00425|MOD:00397
PXD001843,MS:1000932,,,PRIDE:0000398
PXD001892,MS:1000449,,,MOD:00425|MOD:00696|MOD:00429|MOD:00493|MOD:00394|MOD:00599|MOD:00492
PXD008307,MS:1001742,PRIDE:0000314,,MOD:00397
PXD001862,MS:1001742,PRIDE:0000314,,MOD:00425|MOD:01720|MOD:00696|MOD:00397
PXD001897,MS:1001911,PRIDE:0000312,,MOD:00425|MOD:00394|MOD:00397|MOD:00400
PXD001835,MS:1001742,,,MOD:00425|MOD:00397
PXD001840,MS:1001482,,,MOD:00398
PXD001823,MS:1001911,PRIDE:0000315,,PRIDE:0000398
PXD001856,MS:1001911,PRIDE:0000315,,MOD:00425|MOD:00394
PXD001563,MS:1001742,PRIDE:0000315,,MOD:00425|MOD:00696|MOD:00394|MOD:00397
PXD001875,MS:1002417,PRIDE:0000314,,MOD:01720|MOD:00424
PXD001836,MS:1000932,,,UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD001845,MS:1002417,,,MOD:00696
PXD001864,MS:1001742,PRIDE:0000315,,MOD:00256|MOD:00587|MOD:01060|MOD:00582
PXD001842,MS:1001910,PRIDE:0000436,,MOD:00425|MOD:00696|MOD:00397
PXD001878,MS:1000449,,,UNIMOD:4|UNIMOD:35
PXD001158,MS:1001782,PRIDE:0000436|PRIDE:0000435,,UNIMOD:4|UNIMOD:35
PXD001812,MS:1001742,PRIDE:0000315,,MOD:00425|MOD:00696|MOD:00587|MOD:00582|MOD:00397
PXD001841,MS:1001742,PRIDE:0000323,,MOD:00696
PXD000397,MS:1001911,PRIDE:0000315,,PRIDE:0000398
PXD002069,MS:1001742,PRIDE:0000315,,MOD:00397|MOD:00449
PXD000288,MS:1001911,,,MOD:00425|MOD:00394|MOD:00397
PXD002031,MS:1001911,PRIDE:0000314,,MOD:00696
PXD002034,MS:1001911,PRIDE:0000315,,MOD:00587|MOD:00582|MOD:00397
PXD001432,MS:1000556,PRIDE:0000425,,UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD001788,MS:1000658,,,MOD:00425
PXD001989,MS:1001911,PRIDE:0000314,,MOD:00425|MOD:01720|MOD:01160|MOD:01090
PXD002045,MS:1001742,,,UNIMOD:28|UNIMOD:27|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD001592,MS:1000122,PRIDE:0000312,,MOD:00394|MOD:00397
PXD002044,MS:1001742,,,UNIMOD:28|UNIMOD:27|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD000564,MS:1000190,,,MOD:00425
PXD001997,MS:1000932,PRIDE:0000425,,UNIMOD:10|UNIMOD:|UNIMOD:11|UNIMOD:4
PXD001128,MS:1001910|MS:1001742|MS:1001911,PRIDE:0000313,,MOD:00394
PXD002046,MS:1001742,,,UNIMOD:28|UNIMOD:27|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD002006,MS:1001742,PRIDE:0000314,,UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD002062,MS:1001910,,,MOD:00696|MOD:00429|MOD:00394|MOD:00430|MOD:00599
PXD001873,MS:1001911,PRIDE:0000315,,MOD:00696
PXD002012,MS:1000449,PRIDE:0000315,,MOD:00425|MOD:00394|MOD:00482|MOD:00040|MOD:00397|MOD:00449
PXD002022,MS:1001742,,,MOD:00696
PXD002028,MS:1001742,,,MOD:00425|MOD:00397|MOD:00400
PXD002071,MS:1000201,,,MOD:00425|MOD:00397
PXD002075,MS:1000658,,,PRIDE:0000398
PXD002082,MS:1001742,,,UNIMOD:28|UNIMOD:27|UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD002058,MS:1002417,PRIDE:0000313|PRIDE:0000314,,MOD:01720|MOD:00424|MOD:00398|MOD:00400|MOD:01499
PXD002023,MS:1001742,PRIDE:0000425,,MOD:00425|MOD:00696|MOD:00587|MOD:00582|MOD:00397
PXD002047,MS:1001742,,,UNIMOD:28|UNIMOD:27|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD002053,MS:1000449,PRIDE:0000314,,MOD:00397
PXD002076,MS:1000449,,,MOD:00397
PXD006447,MS:1002523,,,MOD:00425|MOD:00397
PXD002085,MS:1001742,,,UNIMOD:28|UNIMOD:27|UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD002100,MS:1001911,,,MOD:00425|MOD:01549|MOD:00397
PXD002291,MS:1001911,,,MOD:00394
PXD002137,MS:1001911,,,PRIDE:0000398
PXD002051,MS:1001742,PRIDE:0000440,,MOD:00425|MOD:00397
PXD002070,MS:1001742,,,PRIDE:0000398
PXD002078,MS:1002300,,,UNIMOD:35
PXD002086,MS:1001742,,,UNIMOD:28|UNIMOD:27|UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD002091,MS:1001742,PRIDE:0000315,,MOD:00425|MOD:00587|MOD:00587|MOD:01160|MOD:00394|MOD:00544|MOD:00397
PXD002098,MS:1001742|MS:1001911,PRIDE:0000315,,PRIDE:0000398
PXD002087,MS:1001742,,,UNIMOD:28|UNIMOD:27|UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD002113,MS:1000449,PRIDE:0000425|PRIDE:0000315,,PRIDE:0000398
PXD002117,MS:1000448|MS:1000449|MS:1001742,PRIDE:0000436,,UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD002154,MS:1001742,,,PRIDE:0000398
PXD002160,MS:1001910,PRIDE:0000425,,MOD:00397
PXD002159,MS:1000855,PRIDE:0000436,,MOD:00425|MOD:00397
PXD002054,MS:1001911,,,UNIMOD:|UNIMOD:4|UNIMOD:35
PXD002057,MS:1001911,,,MOD:00425|MOD:00696|MOD:00397
PXD002933,MS:1000448|MS:1000449,PRIDE:0000315,,PRIDE:0000398
PXD002088,MS:1001742,,,UNIMOD:28|UNIMOD:27|UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD002190,MS:1000449,PRIDE:0000436,,PRIDE:0000398
PXD002119,MS:1001910,PRIDE:0000313,,MOD:00425|MOD:01549|MOD:01160
PXD002120,MS:1001742,PRIDE:0000314,,UNIMOD:385|UNIMOD:737|UNIMOD:23|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD002089,MS:1001742,,,UNIMOD:28|UNIMOD:27|UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD002134,MS:1000449,PRIDE:0000312,,PRIDE:0000398
PXD002135,MS:1001911,PRIDE:0000315,,MOD:00696
PXD002139,MS:1001910,PRIDE:0000436,,MOD:00425
PXD002014,MS:1002416|MS:1001742,PRIDE:0000314|PRIDE:0000436,,MOD:00425|MOD:00397|MOD:00400
PXD002084,MS:1001742,,,UNIMOD:28|UNIMOD:27|UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD001858,MS:1001779,,,MOD:00425|MOD:00400|MOD:00397
PXD002093,MS:1002416,PRIDE:0000314,,MOD:01720|MOD:00397
PXD002094,MS:1001911,PRIDE:0000425,,PRIDE:0000398
PXD002092,MS:1002416,PRIDE:0000314,,MOD:01720|MOD:00397
PXD002123,MS:1001911,,,MOD:00425|MOD:00397
PXD002124,MS:1001742,PRIDE:0000312|PRIDE:0000323|PRIDE:0000436,,MOD:00425|MOD:00397|MOD:00400
PXD002131,MS:1001742|MS:1001911,,,MOD:01549|MOD:00394|MOD:00417|MOD:00400
PXD002132,MS:1001742,PRIDE:0000314,,MOD:00425|MOD:01720|MOD:00696|MOD:00397
PXD002096,MS:1000447,,,MOD:00397
PXD002097,MS:1002416,PRIDE:0000315,,MOD:00425|MOD:00544|MOD:00397
PXD002125,MS:1001742,PRIDE:0000436,,MOD:00425
PXD002129,MS:1001910,PRIDE:0000436,,UNIMOD:4|UNIMOD:35
PXD002133,MS:1001742|MS:1001911,PRIDE:0000314,,MOD:00425|MOD:01720|MOD:00696|MOD:00397
PXD002151,MS:1001742,,,MOD:00425|MOD:00429|MOD:00397|MOD:00599
PXD002090,MS:1000187,,,MOD:00417
PXD002104,MS:1001742,PRIDE:0000315,,PRIDE:0000398
PXD002107,MS:1001911,PRIDE:0000313,,PRIDE:0000398
PXD002101,MS:1002416|MS:1001911,PRIDE:0000323,,UNIMOD:6|UNIMOD:35|UNIMOD:4
PXD002608,MS:1000121,PRIDE:0000132,,MOD:00397
PXD002611,MS:1000932,,,MOD:00425|MOD:00394|MOD:01153
PXD002153,MS:1000449|MS:1000201,,,MOD:00425|MOD:00397|MOD:00400
PXD002144,MS:1001910,PRIDE:0000436,,PRIDE:0000398
PXD002138,MS:1000932,PRIDE:0000313,,MOD:00425|MOD:00397
PXD002140,MS:1001910,,,PRIDE:0000398
PXD002105,MS:1000932,PRIDE:0000436,,UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD003305,MS:1001742,PRIDE:0000425,,MOD:00696|MOD:00397
PXD003306,MS:1001911,,,PRIDE:0000398
PXD001179,MS:1000449,PRIDE:0000313,,UNIMOD:|UNIMOD:21|UNIMOD:7|UNIMOD:730|UNIMOD:35
PXD002855,MS:1001742,,,UNIMOD:4|UNIMOD:35
PXD002142,MS:1001742,,,MOD:00425|MOD:00397
PXD000490,MS:1000449|MS:1001742|MS:1001911,,,MOD:00425|MOD:00394|MOD:00397
PXD000491,MS:1000449,,,MOD:00425|MOD:00394|MOD:00397
PXD002115,MS:1001742,,,MOD:00425|MOD:00397
PXD002121,MS:1001911,PRIDE:0000314,,MOD:00425|MOD:01720|MOD:00394|MOD:00397|MOD:00400
PXD002030,MS:1001911,,,PRIDE:0000398
PXD002148,MS:1000449,,,UNIMOD:121|UNIMOD:36|UNIMOD:37|UNIMOD:58|UNIMOD:34|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD003364,MS:1001911,PRIDE:0000436|PRIDE:0000435,,MOD:00425|MOD:00394|MOD:00397
PXD002157,MS:1001742,PRIDE:0000314,,MOD:00425|MOD:01720|MOD:00397
PXD002586,MS:1001911,PRIDE:0000313,,MOD:00696
PXD002158,MS:1000447,,,PRIDE:0000398
PXD002156,MS:1001911,,,PRIDE:0000398
PXD002309,MS:1000449,PRIDE:0000436,,UNIMOD:4|UNIMOD:35
PXD002064,MS:1000932,,,MOD:00696
PXD002677,MS:1001742,,,PRIDE:0000398
PXD002313,MS:1000677,,,MOD:00425|MOD:00696|MOD:00394|MOD:00235|MOD:00397|MOD:00599|MOD:00492
PXD002048,MS:1001742,,,UNIMOD:28|UNIMOD:27|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD002049,MS:1001742,,,UNIMOD:28|UNIMOD:27|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD002099,MS:1001742,,,PRIDE:0000398
PXD002163,MS:1000449,,,UNIMOD:4|UNIMOD:35
PXD000325,MS:1000447|MS:1000449,,,MOD:01334|MOD:00719|MOD:01331|MOD:00546|MOD:00397|MOD:01499
PXD002080,MS:1001742,,,UNIMOD:28|UNIMOD:27|UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD002168,MS:1001911,PRIDE:0000315,,MOD:00394|MOD:01885
PXD002150,MS:1001910,PRIDE:0000313,,MOD:00425|MOD:00696|MOD:01549|MOD:00394|MOD:01153|MOD:00400
PXD002169,MS:1001910,,,MOD:00425|MOD:00397
PXD002000,MS:1001766|MS:1000201,,,MOD:00425|MOD:00425|MOD:00397|MOD:00397
PXD002235,MS:1001742,,,PRIDE:0000398
PXD001993,MS:1000448,,,PRIDE:0000398
PXD000697,MS:1001910|MS:1001911,PRIDE:0000312,,MOD:00425|MOD:00394|MOD:00397
PXD002152,MS:1001911,,,MOD:00696|MOD:00394
PXD002165,MS:1001742,PRIDE:0000315,,MOD:00696|MOD:00394|MOD:00397
PXD002166,MS:1000447,,,MOD:00425
PXD002013,MS:1000449,PRIDE:0000313|PRIDE:0000315,,UNIMOD:|UNIMOD:21|UNIMOD:730|UNIMOD:214|UNIMOD:4|UNIMOD:1
PXD002037,MS:1000639,,,PRIDE:0000398
PXD002039,MS:1001742,PRIDE:0000323,,MOD:00397
PXD002103,MS:1001911,PRIDE:0000425,,MOD:00425
PXD007571,MS:1001742,PRIDE:0000322,,UNIMOD:4|UNIMOD:35
PXD008367,MS:1002523,,,MOD:00397
PXD002024,MS:1001742,,,MOD:00696
PXD002032,MS:1000449,,,MOD:00696|MOD:00394
PXD002040,MS:1000447,,,UNIMOD:385|UNIMOD:23|UNIMOD:7|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD001949,MS:1001911,PRIDE:0000315,,MOD:00425|MOD:00696|MOD:00394|MOD:00397|MOD:00492
PXD002130,MS:1000449,,,MOD:00425|MOD:00398
PXD002136,MS:1000652,PRIDE:0000436,,MOD:00425|MOD:00397
PXD002042,MS:1001742,,,UNIMOD:28|UNIMOD:27|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD002236,MS:1000932,PRIDE:0000322,,UNIMOD:|UNIMOD:4
PXD002072,MS:1000449,PRIDE:0000314,,MOD:00425|MOD:01720|MOD:00696|MOD:00397|MOD:00400
PXD002036,MS:1001541,PRIDE:0000314,,MOD:01720|MOD:00397
PXD002063,MS:1001911,,,MOD:00425|MOD:00394
PXD002043,MS:1001742,,,UNIMOD:28|UNIMOD:27|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD002052,MS:1001911,PRIDE:0000315,,PRIDE:0000398
PXD002004,MS:1001910,PRIDE:0000314,,MOD:00425|MOD:01720|MOD:00696|MOD:00400
PXD001999,MS:1000449,PRIDE:0000315,,MOD:00587|MOD:00942|MOD:00544|MOD:00582|MOD:00397|MOD:00400
PXD001994,MS:1002417,PRIDE:0000323,,MOD:00394|MOD:00397
PXD001998,MS:1001910,,,MOD:00425|MOD:00397
PXD001988,MS:1000449,PRIDE:0000436,,MOD:00425|MOD:00397|MOD:00400
PXD002241,MS:1001910|MS:1001742,,,MOD:00425|MOD:00397
PXD002205,MS:1001742,PRIDE:0000315,,PRIDE:0000398
PXD002206,MS:1001911,,,UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD002221,MS:1001742,,,MOD:00696
PXD002222,MS:1001911,PRIDE:0000323,,MOD:00425
PXD002244,MS:1001742,PRIDE:0000437,,MOD:00425
PXD002379,MS:1001911,PRIDE:0000436,,PRIDE:0000398
PXD002383,MS:1001911,,,MOD:00425|MOD:00394|MOD:00397
PXD002389,MS:1001911,,,MOD:00425|MOD:00394|MOD:00397
PXD002212,MS:1001911,,,UNIMOD:|UNIMOD:4|UNIMOD:1
PXD003795,MS:1001910,PRIDE:0000436,,MOD:00425|MOD:00696|MOD:00398|MOD:00397
PXD001023,MS:1001742,PRIDE:0000313,,MOD:00425|MOD:00397|MOD:01499
PXD003796,MS:1000449,PRIDE:0000436,,PRIDE:0000398
PXD002231,MS:1000449,,,MOD:00397
PXD002232,MS:1001742,PRIDE:0000318,,MOD:00425|MOD:00696|MOD:00411|MOD:00546|MOD:00397
PXD002260,MS:1001742,PRIDE:0000436,,UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD002277,MS:1001911,,,MOD:00394|MOD:01819
PXD002228,MS:1001911,,,MOD:00425|MOD:00696|MOD:00394|MOD:00417|MOD:00400
PXD002258,MS:1001742,PRIDE:0000436,,UNIMOD:385|UNIMOD:23|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD002170,MS:1001742,PRIDE:0000313|PRIDE:0000425,,MOD:00425|MOD:01549|MOD:00397
PXD002216,MS:1001742,PRIDE:0000314,,MOD:01720
PXD003428,MS:1001910,,,MOD:01029
PXD002284,MS:1001911,PRIDE:0000313,,MOD:00425|MOD:00696|MOD:00429|MOD:01549|MOD:00394|MOD:00397|MOD:00599
PXD002261,MS:1001742,PRIDE:0000436,,UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD002243,MS:1000855,PRIDE:0000436,,MOD:00696|MOD:01160|MOD:00394|MOD:00428|MOD:00674|MOD:00397|MOD:00704
PXD002250,MS:1000449,PRIDE:0000435,,MOD:00398
PXD002252,MS:1000449,,,PRIDE:0000398
PXD002050,MS:1001742,,,UNIMOD:28|UNIMOD:27|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD002271,MS:1000449,,,MOD:00397
PXD002272,MS:1000449,,,MOD:00397
PXD002286,MS:1001911,,,MOD:00696
PXD002247,MS:1000556,PRIDE:0000425,,UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD002259,MS:1001742,PRIDE:0000436,,UNIMOD:385|UNIMOD:23|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD002292,MS:1001541,PRIDE:0000315,,MOD:00425|MOD:00587|MOD:00587|MOD:00544|MOD:00397
PXD002295,MS:1000190|MS:1001911,,,MOD:00425|MOD:00394|MOD:00397|MOD:00400|MOD:00677
PXD002287,MS:1001742|MS:1001911,,,MOD:00394
PXD002289,MS:1001911,,,PRIDE:0000398
PXD002293,MS:1001742,,,MOD:00425|MOD:00397
PXD002255,MS:1001742,,,MOD:00425|MOD:00696|MOD:00397|MOD:00492
PXD002257,MS:1001742,PRIDE:0000436,,UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD002262,MS:1001742,PRIDE:0000438,,UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD002274,MS:1001742,,,MOD:00425|MOD:00398|MOD:00397|MOD:00492
PXD002281,MS:1001742,,,MOD:00425|MOD:00397
PXD002299,MS:1001911,,,MOD:00425|MOD:00394|MOD:00397|MOD:00492
PXD002290,MS:1001742,,,MOD:00397
PXD002320,MS:1000854|MS:1001742,,,MOD:00397
PXD002263,MS:1000449,PRIDE:0000438,,UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD002421,MS:1000447,PRIDE:0000436,,MOD:00425|MOD:01160|MOD:00394|MOD:00397
PXD002843,MS:1001911,,,MOD:00425|MOD:00394|MOD:00040|MOD:00397|MOD:00400
PXD002842,MS:1001742,PRIDE:0000436,,PRIDE:0000398
PXD002214,MS:1001911,PRIDE:0000313,,MOD:00425|MOD:00397
PXD000815,MS:1001911,PRIDE:0000315,,PRIDE:0000398
PXD002325,MS:1000854|MS:1001742,,,MOD:00397
PXD002297,MS:1001911,PRIDE:0000312,,MOD:01148
PXD002265,MS:1000656|MS:1000657,,,MOD:00425|MOD:00419|MOD:01686|MOD:00084|MOD:01223
PXD002266,MS:1001742,,,UNIMOD:21|UNIMOD:737|UNIMOD:4|UNIMOD:35
PXD002282,MS:1001911,,,MOD:00425|MOD:00394|MOD:00397
PXD002285,MS:1001782,,,PRIDE:0000398
PXD002301,MS:1000932,PRIDE:0000313,,MOD:01549
PXD002312,MS:1000449,,,PRIDE:0000398
PXD002279,MS:1001911,PRIDE:0000435,,MOD:00425|MOD:00397
PXD002304,MS:1001910,PRIDE:0000313,,MOD:00425|MOD:01549|MOD:01153|MOD:00400
PXD002305,MS:1000677,PRIDE:0000315,,MOD:00587|MOD:00582|MOD:00587|MOD:00256|MOD:00582|MOD:01214
PXD002328,MS:1000854|MS:1001742,,,MOD:00397
PXD002319,MS:1000854|MS:1001742,,,MOD:00397
PXD002317,MS:1000449,,,UNIMOD:4
PXD002378,MS:1000448,PRIDE:0000315,,MOD:00425|MOD:00429|MOD:00394|MOD:00083|MOD:01331|MOD:00397|MOD:00582|MOD:00599
PXD002065,MS:1001742,PRIDE:0000315,,PRIDE:0000398
PXD002029,MS:1001911,PRIDE:0000312|PRIDE:0000425,,MOD:00397
PXD002308,MS:1000449,,,UNIMOD:4|UNIMOD:35
PXD002331,MS:1000932,,,MOD:00417
PXD002321,MS:1000854|MS:1001742,,,MOD:00397
PXD002322,MS:1000854|MS:1001742,,,MOD:00397
PXD002323,MS:1000854|MS:1001742,,,MOD:00397
PXD002324,MS:1000854|MS:1001742,,,MOD:00397
PXD002198,MS:1001742,,,MOD:00696
PXD002181,MS:1000447,PRIDE:0000436,,PRIDE:0000398
PXD002183,MS:1001742,PRIDE:0000323,,MOD:00425|MOD:00397
PXD002200,MS:1001742,PRIDE:0000315,,MOD:01148
PXD002337,MS:1001911,PRIDE:0000315,,MOD:00425|MOD:00394|MOD:00397
PXD002339,MS:1000449,PRIDE:0000425,,MOD:00425|MOD:00397
PXD001926,MS:1000449,PRIDE:0000440,,UNIMOD:35
PXD002188,MS:1001911,PRIDE:0000313,,MOD:00397
PXD002208,MS:1001911,,,MOD:00425
PXD002201,MS:1001742|MS:1001911,PRIDE:0000315,,PRIDE:0000398
PXD002209,MS:1000449,,,MOD:00397
PXD002210,MS:1000932,PRIDE:0000313,,MOD:01499
PXD001514,MS:1001911,PRIDE:0000312,,MOD:00425|MOD:00397
PXD002269,MS:1000449,,,PRIDE:0000398
PXD002273,MS:1001910,,,MOD:00394|MOD:00719|MOD:00397
PXD002811,MS:1000448,,,MOD:00425|MOD:00397|MOD:00400
PXD002757,MS:1000201,PRIDE:0000122,,MOD:00425|MOD:00397
PXD002203,MS:1001742|MS:1001911,PRIDE:0000315,,MOD:01148
PXD002327,MS:1000854|MS:1001742,,,MOD:00397
PXD002202,MS:1001742,PRIDE:0000315,,PRIDE:0000398
PXD002171,MS:1001910,PRIDE:0000312,,MOD:00425|MOD:00417
PXD002176,MS:1001782,PRIDE:0000425,,UNIMOD:4|UNIMOD:35
PXD002194,MS:1001910,,,MOD:00425|MOD:00696|MOD:00397
PXD002195,MS:1000449,PRIDE:0000319,,MOD:00481
PXD002211,MS:1001911,,,UNIMOD:|UNIMOD:4|UNIMOD:1
PXD002199,MS:1001742,PRIDE:0000315,,PRIDE:0000398
PXD002226,MS:1001742,,,PRIDE:0000398
PXD002180,MS:1001742,PRIDE:0000439,,MOD:00425|MOD:00394|MOD:00397|MOD:00400
PXD002922,MS:1000449,,,MOD:00425|MOD:00394|MOD:00397
PXD002185,MS:1001742,PRIDE:0000436,,MOD:00425
PXD002025,MS:1001742,PRIDE:0000323,,PRIDE:0000398
PXD002186,MS:1000449,PRIDE:0000440|PRIDE:0000436,,MOD:00425|MOD:01160|MOD:00394|MOD:00397
PXD002192,MS:1001742,PRIDE:0000436,,MOD:00425|MOD:00397|MOD:00449
PXD002197,MS:1001742,PRIDE:0000315,,PRIDE:0000398
PXD002218,MS:1000190|MS:1000187,,,PRIDE:0000398
PXD002224,MS:1000932|MS:1001782,,,MOD:00425|MOD:01153|MOD:00400
PXD002239,MS:1001742,,,MOD:00696
PXD002118,MS:1001782,PRIDE:0000425,,UNIMOD:4|UNIMOD:35
PXD002217,MS:1001742,PRIDE:0000323,,MOD:00425|MOD:00696|MOD:00394|MOD:00397|MOD:00400
PXD002189,MS:1001911,PRIDE:0000313,,MOD:00425|MOD:00394
PXD002193,MS:1000449,,,UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD002204,MS:1001911,PRIDE:0000315,,PRIDE:0000398
PXD002220,MS:1000448,PRIDE:0000315,,MOD:00425|MOD:00587|MOD:00587|MOD:00582|MOD:00397|MOD:00582
PXD002256,MS:1001742,PRIDE:0000436,,UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD003402,MS:1000932,,,MOD:00397
PXD003395,MS:1001911,PRIDE:0000425,,PRIDE:0000398
PXD002404,MS:1000449,,,MOD:00425|MOD:00397|MOD:00400
PXD002187,MS:1001782|MS:1001742,PRIDE:0000441,,MOD:00394|MOD:00397
PXD002436,MS:1000449,,,MOD:00696
PXD002367,MS:1000449,,,MOD:00425|MOD:00394|MOD:00397|MOD:00400
PXD002371,MS:1000449,PRIDE:0000313,,MOD:00425|MOD:01153|MOD:00400
PXD002420,MS:1001911,,,MOD:00961|MOD:00394|MOD:00719|MOD:00417|MOD:00397
PXD002431,MS:1001742,PRIDE:0000436,,MOD:00696|MOD:00394|MOD:00674
PXD002398,MS:1001911,PRIDE:0000314,,MOD:00425|MOD:00397|MOD:00400
PXD002449,MS:1001910,PRIDE:0000315,,MOD:00544|MOD:00397
PXD002408,MS:1001742,PRIDE:0000312,,MOD:01148
PXD002529,MS:1001742,,,MOD:00397
PXD002254,MS:1001910,,,MOD:00425|MOD:00394|MOD:00397
PXD002372,MS:1000449,,,PRIDE:0000398
PXD002460,MS:1001911,PRIDE:0000320,,MOD:00696
PXD002473,MS:1001742,PRIDE:0000312,,PRIDE:0000398
PXD002479,MS:1001911,PRIDE:0000314,,MOD:00425|MOD:01720|MOD:00397|MOD:00400
PXD002884,MS:1000932,,,UNIMOD:2|UNIMOD:385|UNIMOD:27|UNIMOD:23|UNIMOD:35|UNIMOD:1
PXD002841,MS:1000449|MS:1001742,,,MS:1001460|UNIMOD:4|UNIMOD:35
PXD002892,MS:1001742|MS:1001911,PRIDE:0000315,,PRIDE:0000398
PXD002454,MS:1000932,PRIDE:0000315,,MOD:00696|MOD:00397
PXD002472,MS:1001742,PRIDE:0000436,,MOD:00425|MOD:00394|MOD:00397
PXD002373,MS:1001782,,,MOD:00425|MOD:00397
PXD008400,MS:1000449,PRIDE:0000436,,MOD:00440
PXD002446,MS:1000639,,,PRIDE:0000398
PXD002465,MS:1001742,,,MOD:00425|MOD:00394|MOD:00397
PXD002475,MS:1001910,PRIDE:0000313,,MOD:01499
PXD002375,MS:1001742|MS:1001911,,,PRIDE:0000398
PXD002380,MS:1001911,,,MOD:01819
PXD002381,MS:1000449,PRIDE:0000312,,MOD:00397
PXD002476,MS:1000449,,,MOD:00425|MOD:00429|MOD:01160|MOD:00394|MOD:01254|MOD:00397|MOD:01459|MOD:00552
PXD002481,MS:1000449,PRIDE:0000313,,MOD:01549
PXD002462,MS:1000855,PRIDE:0000436,,MOD:00719|MOD:00417|MOD:01214
PXD002468,MS:1001742,PRIDE:0000440,,MOD:00425|MOD:00397
PXD002488,MS:1001742,PRIDE:0000436,,UNIMOD:385|UNIMOD:23|UNIMOD:7|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD002384,MS:1001742,,,MOD:00425
PXD002394,MS:1001911,PRIDE:0000437,,MOD:00696
PXD002397,MS:1001541|MS:1001555,,,MOD:00425|MOD:00397
PXD002407,MS:1001911,PRIDE:0000436,,PRIDE:0000398
PXD002483,MS:1000932,PRIDE:0000315,,MOD:00425|MOD:00397
PXD002484,MS:1000658,,,MOD:00425
PXD003397,MS:1000449,PRIDE:0000425,,MOD:00425|MOD:00397
PXD003403,MS:1001910|MS:1002523,PRIDE:0000436,,MOD:00425|MOD:00397
PXD003404,MS:1000121,PRIDE:0000122,,MOD:00397
PXD002489,MS:1001911,,,MOD:00397
PXD002409,MS:1001910,,,MOD:00425|MOD:00394
PXD002412,MS:1001742,,,PRIDE:0000398
PXD002414,MS:1000855,,,MOD:00397
PXD002494,MS:1000447|MS:1000449,PRIDE:0000436,,MOD:00425|MOD:00397
PXD002496,MS:1000449,PRIDE:0000315,,MOD:00696
PXD002491,MS:1001782,,,MOD:00425|MOD:00400|MOD:00397
PXD002500,MS:1000932,MS:1001858,,MOD:00397
PXD002415,MS:1000855,,,MOD:00397
PXD002416,MS:1000447,,,MOD:00397
PXD001834,MS:1001910,PRIDE:0000315,,MOD:00394
PXD002432,MS:1001742,PRIDE:0000205,,MOD:00425|MOD:00397|MOD:00084
PXD002501,MS:1001742,,,MOD:00425|MOD:00394|MOD:00397
PXD002482,MS:1000449,PRIDE:0000315,,MOD:00425|MOD:00394|MOD:00397
PXD002517,MS:1001742,PRIDE:0000425,,MOD:00425|MOD:00394|MOD:00397|MOD:00400
PXD002435,MS:1002417|MS:1001911,PRIDE:0000315,,MOD:00425|MOD:01160|MOD:00397
PXD002440,MS:1000449,,,UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD002441,MS:1001911,,,MOD:00394
PXD002442,MS:1000677,PRIDE:0000425,,MOD:00425|MOD:00397
PXD002521,MS:1001742,PRIDE:0000315,,MOD:00696
PXD002509,MS:1001782,,,MOD:00425|MOD:00394|MOD:00397|MOD:00400
