ProjectAccession,Instrument,Quantification Method,Software,PTM
PXD001507,MS:1000677,PRIDE:0000436,,UNIMOD:385|UNIMOD:23|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD002041,MS:1001742,,,UNIMOD:28|UNIMOD:27|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD001477,MS:1000449,PRIDE:0000309,,MOD:00425|MOD:00397
PXD001483,MS:1000449,PRIDE:0000436,,UNIMOD:
PXD001520,MS:1000449,PRIDE:0000440,,UNIMOD:
PXD001540,MS:1001910,PRIDE:0000313,,MOD:00425|MOD:01549|MOD:01160|MOD:01153
PXD001518,MS:1000449,PRIDE:0000440,,UNIMOD:4|UNIMOD:35
PXD001511,MS:1001910|MS:1001742,PRIDE:0000437,,UNIMOD:4|UNIMOD:35
PXD001516,MS:1000932,PRIDE:0000313,,MOD:01549|MOD:01153
PXD001512,MS:1000932,PRIDE:0000313,,MOD:01549|MOD:01153
PXD001496,MS:1000932,,,MOD:00425|MOD:00397
PXD002633,MS:1001910,PRIDE:0000436,,UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD001541,MS:1001742,PRIDE:0000315,,MOD:00696|MOD:00493|MOD:00394|MOD:01996|MOD:01894
PXD001543,MS:1001911,PRIDE:0000314,,MOD:00425|MOD:01720|MOD:00696|MOD:00397
PXD001495,MS:1001910|MS:1000449,PRIDE:0000315,,MOD:00425|MOD:00394|MOD:00544|MOD:00397|MOD:00400
PXD001521,MS:1001542|MS:1002279,,,UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD001522,MS:1002279,,,MOD:00000
PXD001523,MS:1002279,,,MOD:00000
PXD001528,MS:1001742,PRIDE:0000313,,MOD:00425|MOD:01160|MOD:00397|MOD:00704|MOD:01499
PXD001498,MS:1000449,,,MOD:00425
PXD001500,MS:1001742,,,MOD:00425|MOD:00429|MOD:00397|MOD:00552
PXD001492,MS:1001742,,,MOD:00425|MOD:00696|MOD:00397|MOD:00400|MOD:00408
PXD000159,MS:1000449,,,MOD:00425|MOD:00398
PXD001524,MS:1000449,,,UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD001620,MS:1001911,,,MOD:00425|MOD:00696|MOD:00394
PXD001529,MS:1000449|MS:1001742,PRIDE:0000315,,MOD:00425|MOD:00394|MOD:01334|MOD:01331|MOD:00397
PXD001532,MS:1000190|MS:1001911,,,MOD:00425|MOD:00397
PXD001501,MS:1001742|MS:1001911,,,MOD:00425|MOD:00696|MOD:00397
PXD001504,MS:1000932,PRIDE:0000313,,PRIDE:0000398
PXD001546,MS:1001911,PRIDE:0000425,,MOD:00425|MOD:00696|MOD:00394|MOD:00397
PXD001586,MS:1000449,,,MOD:00425|MOD:00394|MOD:00398|MOD:00397
PXD001533,MS:1000449|MS:1001911,PRIDE:0000425|PRIDE:0000314,,PRIDE:0000398
PXD001566,MS:1001742,PRIDE:0000313,,MOD:00425|MOD:01549|MOD:01153
PXD000298,MS:1001742,,,PRIDE:0000398
PXD001549,MS:1000449|MS:1001742,PRIDE:0000315,,MOD:00399|MOD:00397
PXD001526,MS:1001911,,,MOD:00425|MOD:00397
PXD001519,MS:1000449,PRIDE:0000440,,UNIMOD:
PXD001508,MS:1001910,,,MOD:00425|MOD:00397
PXD001553,MS:1001742,,,MOD:00425|MOD:00397|MOD:00617
PXD001556,MS:1001782,PRIDE:0000323,,MOD:00425|MOD:00397
PXD001550,MS:1001911,PRIDE:0000425,,MOD:00425|MOD:00696|MOD:00394|MOD:00397
PXD001623,MS:1000448,,,UNIMOD:4|UNIMOD:35
PXD002943,MS:1001911,PRIDE:0000315,,MOD:01149
PXD001567,MS:1000854,PRIDE:0000309,,MOD:00425|MOD:00397
PXD001562,MS:1001911,,,MOD:00394|MOD:00444|MOD:00040|MOD:00460|MOD:00444|MOD:00425
PXD001564,MS:1001742,PRIDE:0000436,,MOD:00425|MOD:00394|MOD:00397
PXD001573,MS:1001742,PRIDE:0000440,,MOD:00425|MOD:00397
PXD001572,MS:1001742,PRIDE:0000436,,UNIMOD:28|UNIMOD:385|UNIMOD:27|UNIMOD:21|UNIMOD:23|UNIMOD:7|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD000297,MS:1000449,,,PRIDE:0000398
PXD002952,MS:1000932,,,MOD:00425|MOD:00397
PXD001555,MS:1001910,PRIDE:0000315,,MOD:00696
PXD000175,MS:1000449,PRIDE:0000436,,PRIDE:0000398
PXD001554,MS:1001742,PRIDE:0000313,,MOD:00425|MOD:00397|MOD:01499
PXD001558,MS:1001742,PRIDE:0000315,,PRIDE:0000398
PXD001559,MS:1001742,PRIDE:0000315,,MOD:00425|MOD:00696|MOD:00394|MOD:00397
PXD001581,MS:1001910,,,MOD:00425|MOD:00696|MOD:00397|MOD:00400
PXD001583,MS:1001911,,,MOD:00425|MOD:00397
PXD001585,MS:1001911,PRIDE:0000436,,MOD:00696|MOD:00397
PXD001434,MS:1000449|MS:1001742,PRIDE:0000436,,MOD:00256|MOD:00397
PXD000834,MS:1001742,,,MOD:00040|MOD:01233|MOD:00721|MOD:00449|MOD:00408|MOD:01459|MOD:00449
PXD001594,MS:1000449,PRIDE:0000315,,MOD:01060|MOD:00935|MOD:00408
PXD001561,MS:1000190,,,MOD:00696
PXD001565,MS:1001911,PRIDE:0000425,,MOD:00425|MOD:00696|MOD:00394|MOD:00397
PXD002079,MS:1001910|MS:1001911,PRIDE:0000425|PRIDE:0000210,,MOD:00696
PXD002073,MS:1002417,PRIDE:0000310,,MOD:00425|MOD:00927|MOD:00397|MOD:00552
PXD002033,MS:1001742,,,MOD:00696
PXD002081,MS:1001742,,,UNIMOD:28|UNIMOD:27|UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD002925,MS:1001911,PRIDE:0000314,,MOD:00425|MOD:01720|MOD:00397
PXD001578,MS:1001910,,,UNIMOD:21|UNIMOD:4|UNIMOD:35
PXD001933,MS:1001742,,,UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD001587,MS:1000932|MS:1001911,,,MOD:00425|MOD:00397
PXD002106,MS:1001910,PRIDE:0000425,,UNIMOD:1|UNIMOD:28|UNIMOD:35|UNIMOD:4|UNIMOD:27
PXD001574,MS:1000932|MS:1001782|MS:1001911,PRIDE:0000313,,MOD:00425|MOD:01160|MOD:00394|MOD:00398|MOD:00417|MOD:01153|MOD:01029|MOD:00400|MOD:00704|MOD:01499
PXD001576,MS:1000932,,,MOD:00425|MOD:00397
PXD001579,MS:1000449,PRIDE:0000425,,MOD:00397
PXD001593,MS:1000190,PRIDE:0000322,,UNIMOD:35
PXD001449,MS:1001742,,,MOD:00425|MOD:00397
PXD001467,MS:1000932,PRIDE:0000205|PRIDE:0000436,,MOD:00425|MOD:00398
PXD001598,MS:1001782,PRIDE:0000425,,MOD:00425|MOD:00397
PXD001580,MS:1000449,PRIDE:0000425,,MOD:00397
PXD001582,MS:1001911,,,MOD:00483
PXD001426,MS:1001911,,,MOD:00425|MOD:00394|MOD:00397
PXD001427,MS:1000447,PRIDE:0000440,,MOD:00425|MOD:00397
PXD001450,MS:1001742,PRIDE:0000436,,MOD:00425|MOD:00394|MOD:00397
PXD001482,MS:1000449,PRIDE:0000436,,UNIMOD:
PXD001577,MS:1001778,PRIDE:0000425,,MOD:00425|MOD:00397
PXD003158,MS:1001782,,,MOD:00425|MOD:00397
PXD001455,MS:1001911,PRIDE:0000315,,MOD:00425|MOD:00696
PXD001479,MS:1000449,,,MOD:00425|MOD:00394|MOD:00397
PXD001446,MS:1000449,PRIDE:0000436,,MOD:00425
PXD001447,MS:1001742,,,UNIMOD:385|UNIMOD:21|UNIMOD:23|UNIMOD:7|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD001451,MS:1000449,,,MOD:00425|MOD:01160
PXD001458,MS:1000697,,,MOD:00425|MOD:00397
PXD001445,MS:1000449,,,MOD:00696
PXD001386,MS:1001742,PRIDE:0000314,,UNIMOD:21|UNIMOD:737|UNIMOD:4|UNIMOD:35
PXD001457,MS:1001911,,,MOD:00397
PXD001435,MS:1001742,PRIDE:0000425,,MOD:00425|MOD:00397
PXD001461,MS:1001742,,,MOD:00425|MOD:01160|MOD:00236|MOD:00397|MOD:00300
PXD001465,MS:1000932,PRIDE:0000313,,MOD:01499
PXD002971,MS:1001911,PRIDE:0000315,,MOD:00425|MOD:00394|MOD:00397
PXD002614,MS:1001742,PRIDE:0000315,,UNIMOD:28|UNIMOD:259|UNIMOD:21|UNIMOD:267|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD001443,MS:1000449,PRIDE:0000436,,PRIDE:0000398
PXD002725,MS:1000932,,,PRIDE:0000398
PXD001619,MS:1001778,PRIDE:0000425,,MOD:00425|MOD:00397
PXD001616,MS:1000448|MS:1000449,,,MOD:00397
PXD001617,MS:1001742,,,PRIDE:0000398
PXD001609,MS:1001911,PRIDE:0000318,,PRIDE:0000398
PXD001602,MS:1001911,PRIDE:0000315,,MOD:01060|MOD:00935|MOD:00408
PXD001618,MS:1000448,PRIDE:0000315,,MOD:00397
PXD001639,MS:1001911,,,MOD:00425|MOD:00394|MOD:00397
PXD001394,MS:1000449,PRIDE:0000323,,MOD:00429|MOD:00394|MOD:00083|MOD:00599
PXD001622,MS:1000449,,,MOD:00425
PXD001608,MS:1001911,PRIDE:0000312|PRIDE:0000425,,MOD:00397
PXD001610,MS:1001911,PRIDE:0000425,,MOD:00397
PXD001615,MS:1001911,PRIDE:0000315,,MOD:00425|MOD:00394|MOD:00544|MOD:01819|MOD:00397
PXD001624,MS:1001742,PRIDE:0000321,,MOD:00789|MOD:00425|MOD:01358|MOD:00424|MOD:01671|MOD:00789|MOD:01358|MOD:00397
PXD001527,MS:1000855,,,MOD:00425|MOD:00397
PXD001627,MS:1000855,PRIDE:0000440|PRIDE:0000436,,MOD:00425|MOD:00397
PXD001630,MS:1000190,,,UNIMOD:35
PXD001621,MS:1001742,PRIDE:0000321,,MOD:00789|MOD:00425|MOD:01358|MOD:00424|MOD:01671|MOD:00789|MOD:01358|MOD:00397
PXD001646,MS:1000447,PRIDE:0000436,,PRIDE:0000398
PXD001644,MS:1000556,,,PRIDE:0000398
PXD001631,MS:1001910,PRIDE:0000436,,PRIDE:0000398
PXD001643,MS:1001911,PRIDE:0000313|PRIDE:0000315,,MOD:00425|MOD:00587|MOD:00394|MOD:00397|MOD:01499
PXD001666,MS:1001742,PRIDE:0000315,,MOD:00425|MOD:00397
PXD001607,MS:1000932,PRIDE:0000322,,UNIMOD:|UNIMOD:4
PXD001633,MS:1001778,PRIDE:0000425,,MOD:00425|MOD:00397
PXD001647,MS:1000201,,,UNIMOD:4|UNIMOD:35
PXD001648,MS:1001910,PRIDE:0000315,,PRIDE:0000398
PXD001793,MS:1000190,,,MOD:00425|MOD:00397
PXD001785,MS:1000449,PRIDE:0000322,,MOD:00425|MOD:00397
PXD003480,MS:1001911,PRIDE:0000323,,MOD:00425|MOD:00397
PXD001680,MS:1001742,PRIDE:0000314,,MOD:00696
PXD001682,MS:1001742,PRIDE:0000313,,MOD:00425|MOD:00696|MOD:01549|MOD:00397
PXD001641,MS:1001911,,,PRIDE:0000398
PXD001645,MS:1001742,PRIDE:0000315,,MOD:00425|MOD:00544|MOD:00397
PXD001660,MS:1001742,,,MOD:00397
PXD001213,MS:1001742,PRIDE:0000436,,UNIMOD:28|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD001655,MS:1001742,PRIDE:0000436,,MOD:00425
PXD001692,MS:1001742,,,MOD:00425|MOD:00397
PXD001792,MS:1001911,PRIDE:0000425,,MOD:00696
PXD001064,MS:1000932,,,MOD:00425|MOD:00397
PXD001649,MS:1000449,PRIDE:0000315,,UNIMOD:259|UNIMOD:21|UNIMOD:267|UNIMOD:4|UNIMOD:35
PXD000991,MS:1000449,PRIDE:0000436,,MOD:00425
PXD001194,MS:1001911,PRIDE:0000315,,PRIDE:0000398
PXD001665,MS:1000449,,,MOD:00425|MOD:00397|MOD:00400
PXD001668,MS:1000449,,,MOD:00425|MOD:00397
PXD001656,MS:1001742,PRIDE:0000313,,UNIMOD:28|UNIMOD:425|UNIMOD:214|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD001611,MS:1000449,,,PRIDE:0000398
PXD001794,MS:1000658|MS:1000449,PRIDE:0000313,,MOD:00425|MOD:00397
PXD001654,MS:1001911,PRIDE:0000425,,MOD:00425|MOD:00397
PXD001664,MS:1000447,,,MOD:00425|MOD:00394|MOD:00417|MOD:00397|MOD:00400|MOD:00704
PXD001584,MS:1001911,PRIDE:0000425,,MOD:00425|MOD:00394|MOD:00397
PXD001672,MS:1000449,,,MOD:00397
PXD001657,MS:1000449,PRIDE:0000313,,PRIDE:0000398
PXD001765,MS:1001911,PRIDE:0000312,,MOD:01024|MOD:00397
PXD001787,MS:1000449,,,MOD:00397
PXD003080,MS:1000658,,,MOD:00397
PXD002002,MS:1000855,PRIDE:0000436,,MOD:00425|MOD:00397
PXD001676,MS:1001910,PRIDE:0000440|PRIDE:0000436,,MOD:00425|MOD:00397
PXD001739,MS:1001742,PRIDE:0000315,,MOD:00696
PXD001681,MS:1001911,,,MOD:00425|MOD:00696|MOD:00394
PXD001741,MS:1001911,,,MOD:00425|MOD:00394|MOD:00397
PXD001684,MS:1000447,PRIDE:0000435,,MOD:00696
PXD001685,MS:1000448,,,MOD:00425|MOD:00397|MOD:00400
PXD001719,MS:1001742,PRIDE:0000314,,MOD:00425|MOD:01720|MOD:00429|MOD:00394|MOD:00397|MOD:00400|MOD:00552
PXD001728,MS:1000449,PRIDE:0000436,,MOD:00425|MOD:00492
PXD001659,MS:1001782,PRIDE:0000323,,MOD:00425|MOD:00397
PXD001661,MS:1001742,PRIDE:0000436,,MOD:00425|MOD:01160|MOD:00394|MOD:00428|MOD:00397|MOD:00400|MOD:00704
PXD001677,MS:1001911,,,UNIMOD:XXXX
PXD001800,MS:1001911,PRIDE:0000312,,MOD:00397
PXD001803,MS:1000447,,,PRIDE:0000398
PXD004243,MS:1000697|MS:1001911,PRIDE:0000393,,MOD:00425|MOD:00725|MOD:00397|MOD:00400
PXD001683,MS:1001911,PRIDE:0000436,,UNIMOD:385|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD001687,MS:1000449,PRIDE:0000425,,MOD:00425|MOD:00397
PXD001731,MS:1001911,PRIDE:0000320,,MOD:00397
PXD001673,MS:1000449,,,PRIDE:0000398
PXD001691,MS:1000932,PRIDE:0000322,,MOD:00425|MOD:00394|MOD:01153
PXD001776,MS:1000449,PRIDE:0000313,,MOD:00425|MOD:00397|MOD:01499
PXD001715,MS:1001541|MS:1002077,,,MOD:00425|MOD:00394|MOD:00397
PXD001689,MS:1000449,,,MOD:00429|MOD:00394|MOD:00599
PXD000164,MS:1001742,PRIDE:0000312,,UNIMOD:4|UNIMOD:35
PXD001732,MS:1001911,PRIDE:0000312,,PRIDE:0000398
PXD001737,MS:1001911,PRIDE:0000318,,MOD:00425|MOD:00696|MOD:00493|MOD:00546|MOD:00397
PXD001740,MS:1000449,,,MOD:00425|MOD:00400
PXD001777,MS:1000449,PRIDE:0000313,,MOD:00425|MOD:00397|MOD:01499
PXD001694,MS:1000932,,,UNIMOD:28|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD001711,MS:1001742,,,MOD:00696
PXD001712,MS:1001742,,,UNIMOD:4|UNIMOD:35
PXD001714,MS:1001742,PRIDE:0000323,,UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD001695,MS:1000449|MS:1001911,PRIDE:0000312,,PRIDE:0000398
PXD001774,MS:1000449,PRIDE:0000322,,MOD:00425|MOD:00696|MOD:00397
PXD001343,MS:1000932,,,MOD:00397
PXD001724,MS:1001911,,,PRIDE:0000398
PXD001725,MS:1001911,,,PRIDE:0000398
PXD001481,MS:1000932|MS:1001541,,,MOD:00397|MOD:01974
PXD001723,MS:1001911,PRIDE:0000315,,MOD:00425|MOD:00483|MOD:00394|MOD:00040|MOD:00400
PXD001980,MS:1000449,PRIDE:0000323,,MOD:00425|MOD:00696|MOD:00429|MOD:00394|MOD:01398|MOD:00599
PXD000790,MS:1001910,,,UNIMOD:28|UNIMOD:27|UNIMOD:23|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD000793,MS:1000187,,,UNIMOD:39|UNIMOD:214|UNIMOD:35|UNIMOD:1
PXD001726,MS:1000556,,,UNIMOD:385|UNIMOD:1|UNIMOD:24|UNIMOD:4|UNIMOD:27
PXD001729,MS:1001911,PRIDE:0000315,,MOD:00425|MOD:00696|MOD:00394|MOD:00397
PXD001612,MS:1001541,,,PRIDE:0000398
PXD001727,MS:1001911,,,MOD:00425|MOD:00040|MOD:00420|MOD:00400
PXD001786,MS:1001910,PRIDE:0000318,,UNIMOD:258|UNIMOD:193|UNIMOD:35
PXD001808,MS:1001742,PRIDE:0000313,,MOD:00425|MOD:01549|MOD:01153|MOD:00400
PXD002310,MS:1000449,PRIDE:0000436,,UNIMOD:4|UNIMOD:35
PXD002067,MS:1000201,PRIDE:0000110,,MOD:00425|MOD:01160|MOD:00397|MOD:00400
PXD002307,MS:1001541,PRIDE:0000440,,PRIDE:0000398
PXD002311,MS:1000449,PRIDE:0000436,,UNIMOD:4|UNIMOD:35
PXD002326,MS:1000854|MS:1001742,,,MOD:00397
PXD001626,MS:1002416,PRIDE:0000314,,MOD:00425|MOD:01720
PXD001804,MS:1001911,PRIDE:0000312,,MOD:00425|MOD:00394
PXD001805,MS:1001911,PRIDE:0000315,,MOD:00425|MOD:00397|MOD:00492
PXD001764,MS:1000932,PRIDE:0000393,,MOD:00425|MOD:00397
PXD001769,MS:1001911,PRIDE:0000312|PRIDE:0000315,,PRIDE:0000398
PXD000792,MS:1000449,,,UNIMOD:28|UNIMOD:23|UNIMOD:35|UNIMOD:1
PXD001670,MS:1001911,PRIDE:0000313,,MOD:00425|MOD:01549|MOD:00397
PXD001795,MS:1000932,,,MOD:00425
PXD001767,MS:1000447|MS:1000855,PRIDE:0000436,,UNIMOD:121|UNIMOD:21|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD003018,MS:1000932,,,PRIDE:0000398
PXD001775,MS:1000449,PRIDE:0000313,,MOD:00425|MOD:00397|MOD:01499
PXD001762,MS:1001782,,,UNIMOD:28|UNIMOD:35
PXD000498,MS:1001910,PRIDE:0000323,,UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD001806,MS:1001911,PRIDE:0000315,,MOD:00425|MOD:00587|MOD:00394|MOD:00582|MOD:00397
PXD001778,MS:1001910,PRIDE:0000425,,MOD:00425|MOD:00397
PXD001736,MS:1001911,PRIDE:0000425,,MOD:00425|MOD:00397|MOD:01149
PXD001674,MS:1001911,,,MOD:00425|MOD:00493|MOD:00428|MOD:00638|MOD:00397|MOD:00638
PXD001798,MS:1001911,PRIDE:0000315,,MOD:01149
PXD001773,MS:1000448,PRIDE:0000435,,MOD:00425|MOD:00398
PXD001799,MS:1000203,,,MOD:00425|MOD:00397
PXD001807,MS:1000449,PRIDE:0000313,,MOD:00425|MOD:00397|MOD:01499
PXD001809,MS:1001910|MS:1000855,PRIDE:0000436,,UNIMOD:4|UNIMOD:35
PXD001369,MS:1001911,PRIDE:0000313,,MOD:00425|MOD:01549|MOD:01153
PXD001635,MS:1001910,PRIDE:0000315,,MOD:00083|MOD:01683|MOD:00084
PXD001636,MS:1001742,PRIDE:0000312,,MOD:00425|MOD:00394|MOD:00397
PXD001606,MS:1000932,,,MOD:00425|MOD:00397|MOD:00400
PXD001789,MS:1000449,PRIDE:0000315,,MOD:00544
PXD002083,MS:1001742,,,UNIMOD:28|UNIMOD:27|UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD001872,MS:1000932|MS:1001910|MS:1000449,,,MOD:00425
PXD001874,MS:1001911,,,PRIDE:0000398
PXD001831,MS:1001910,PRIDE:0000309,,MOD:00425|MOD:00696|MOD:00397
PXD001814,MS:1000449,PRIDE:0000440,,MOD:00425|MOD:00397
PXD001857,MS:1000449,PRIDE:0000314,,MOD:00423|MOD:00397
PXD003909,MS:1002416,PRIDE:0000425,,MOD:00397
PXD001847,MS:1001911,PRIDE:0000315,,MOD:00425|MOD:00400|MOD:00110
PXD001848,MS:1001911,PRIDE:0000315,,MOD:00425|MOD:01153|MOD:00400
PXD001221,MS:1001742,PRIDE:0000315,,MOD:00425|MOD:00587|MOD:00394|MOD:00582
PXD001879,MS:1000449,,,UNIMOD:4|UNIMOD:35
PXD001898,MS:1001910,,,MOD:00425|MOD:00696|MOD:00765|MOD:00400
PXD001815,MS:1001910,PRIDE:0000313,,MOD:00696
PXD001810,MS:1001742|MS:1001911,PRIDE:0000312|PRIDE:0000315,,MOD:01149
PXD001846,MS:1000932,PRIDE:0000315,,PRIDE:0000398
PXD001870,MS:1001742,PRIDE:0000438,,MOD:00425|MOD:00397
PXD001863,MS:1001911,,,MOD:00438
PXD001849,MS:1000449,PRIDE:0000313,,MOD:00425|MOD:01549|MOD:01153
PXD000528,MS:1001910|MS:1001911,,,MOD:00425|MOD:00696|MOD:00397
PXD001903,MS:1001910|MS:1001207|MS:1001830|MS:1000491,PRIDE:0000425,,MOD:00425|MOD:00397
PXD001838,MS:1000449,PRIDE:0000436,,UNIMOD:385|MOD:00544|UNIMOD:425|UNIMOD:23|UNIMOD:7|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD001885,MS:1002416,,,UNIMOD:4|UNIMOD:35
PXD001859,MS:1001911,PRIDE:0000440,,UNIMOD:28|UNIMOD:7|UNIMOD:4|UNIMOD:1
PXD000376,MS:1001910|MS:1001742,PRIDE:0000313,,MOD:00425|MOD:00397|MOD:01499
PXD001820,MS:1001742,PRIDE:0000315,,PRIDE:0000398
PXD001876,MS:1001911,,,MOD:00438
PXD001882,MS:1000449,,,UNIMOD:4|UNIMOD:35
PXD001907,MS:1002416,PRIDE:0000316,,MOD:00429|MOD:00638|MOD:00397|MOD:00552
PXD001930,MS:1000169,,,MOD:00425|MOD:00397
PXD010296,MS:1001911,PRIDE:0000425,,MOD:00425|MOD:00394
PXD010298,MS:1001910|MS:1001911,,,MOD:00397
PXD001871,MS:1000932,PRIDE:0000110,,PRIDE:0000398
PXD001880,MS:1000449,,,UNIMOD:4|UNIMOD:35
PXD001901,MS:1001742,PRIDE:0000314,,MOD:00425|MOD:01720|MOD:00397
PXD001950,MS:1001911,PRIDE:0000312,,UNIMOD:|UNIMOD:4
PXD001935,MS:1001911,,,MOD:01720
PXD001908,MS:1000449,,,PRIDE:0000398
PXD001909,MS:1001742,PRIDE:0000315,,MOD:00425|MOD:00394|MOD:00544|MOD:00397
PXD001881,MS:1000449,,,UNIMOD:4|UNIMOD:35
PXD001883,MS:1000449,,,UNIMOD:4|UNIMOD:35
PXD001884,MS:1002416,,,UNIMOD:4|UNIMOD:35
PXD001951,MS:1001742,,,UNIMOD:385|UNIMOD:23|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD001906,MS:1001742,PRIDE:0000436,,PRIDE:0000398
PXD001905,MS:1001910,PRIDE:0000425,,MOD:00425|MOD:00397
PXD001904,MS:1000932,,,MOD:00425
PXD001929,MS:1001910,,,MOD:00397
PXD001932,MS:1000448|MS:1001742,,,UNIMOD:4|UNIMOD:35
PXD001978,MS:1001742,PRIDE:0000425,,MOD:00425|MOD:00397|MOD:00186|MOD:00187
PXD001925,MS:1001911,,,MOD:00397
PXD001923,MS:1000449,PRIDE:0000425,,MOD:00397
PXD001927,MS:1000556,,,PRIDE:0000398
PXD001944,MS:1001910,PRIDE:0000313,,MOD:00425|MOD:00110|MOD:01499
PXD001979,MS:1000449,,,MOD:00425|MOD:00394|MOD:00482
PXD001976,MS:1001910,PRIDE:0000315,,MOD:00425|MOD:00587|MOD:00394|MOD:00942|MOD:01331|MOD:00582|MOD:00397
PXD000029,MS:1001742,PRIDE:0000313,,MOD:01153
PXD001910,MS:1000449,PRIDE:0000440,,MOD:00425|MOD:00397
PXD001436,MS:1001742,PRIDE:0000436,,UNIMOD:4|UNIMOD:35
PXD001928,MS:1001742,,,UNIMOD:188|UNIMOD:4|UNIMOD:35
PXD001245,MS:1000448|MS:1000449,,,MOD:00425|MOD:00696|MOD:00397
PXD001938,MS:1001742,PRIDE:0000314,,MOD:01720|MOD:00397
PXD001131,MS:1001742,,,MOD:00398|MOD:01060
PXD001972,MS:1000447,,,MOD:00425
PXD001973,MS:1000449,PRIDE:0000436,,MOD:00425|MOD:00394|MOD:00397
PXD001937,MS:1000449,PRIDE:0000425,,MOD:00425|MOD:00397
PXD001940,MS:1001910,PRIDE:0000313,,UNIMOD:730|UNIMOD:4|UNIMOD:35
PXD001943,MS:1001742,PRIDE:0000323,,MOD:00425|MOD:00394|MOD:00397
PXD001953,MS:1001742,PRIDE:0000314,,PRIDE:0000398
PXD001962,MS:1000449,PRIDE:0000316,,MOD:00696
PXD001947,MS:1000449,PRIDE:0000319,,MOD:00449
PXD001977,MS:1001911,PRIDE:0000314,,MOD:00425|MOD:01720|MOD:00397
PXD001924,MS:1001742,,,UNIMOD:35
PXD001948,MS:1001742,PRIDE:0000314,,MOD:00425|MOD:01720|MOD:00397
PXD001968,MS:1001742,PRIDE:0000323,,UNIMOD:4|UNIMOD:35
PXD001969,MS:1001911,PRIDE:0000318,,MOD:00696
PXD001952,MS:1001742,PRIDE:0000312,,UNIMOD:|UNIMOD:4
PXD001983,MS:1000449,PRIDE:0000315,,MOD:00425|MOD:00394|MOD:00482|MOD:01233|MOD:00449
PXD002570,MS:1000932,,,UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD002007,MS:1001556,,,UNIMOD:4
PXD002005,MS:1000449,PRIDE:0000425,,MOD:00397
PXD001816,MS:1001778,PRIDE:0000425,,MOD:00425|MOD:00397
PXD002434,MS:1001910,PRIDE:0000315,,MOD:00425|MOD:01160|MOD:00544|MOD:00397
PXD000702,MS:1001911,,,MOD:00425|MOD:01160|MOD:00397|MOD:00400
PXD001960,MS:1001910,,,MOD:00425|MOD:00397
PXD001963,MS:1000449,PRIDE:0000315,,PRIDE:0000398
PXD004191,MS:1001910,PRIDE:0000315,,MOD:00425|MOD:00696|MOD:00394|MOD:00544|MOD:00397
PXD001974,MS:1001910,PRIDE:0000440,,UNIMOD:4|UNIMOD:35
PXD001867,MS:1000449,PRIDE:0000436,,MOD:00425|MOD:00397
PXD001839,MS:1001910,PRIDE:0000436,,MOD:00425|MOD:00696|MOD:00397
PXD001877,MS:1000449,,,UNIMOD:4|UNIMOD:35
PXD001244,MS:1000449,PRIDE:0000315,,MOD:00425|MOD:00696|MOD:00397
PXD001539,MS:1001782,,,MOD:00425|MOD:00397
PXD001837,MS:1000449,,,MOD:00425|MOD:00397
PXD001855,MS:1001911,PRIDE:0000313,,MOD:00425|MOD:01549|MOD:00394|MOD:00397
PXD001817,MS:1001911,,,MOD:00425
PXD001821,MS:1000448,PRIDE:0000312,,MOD:00425|MOD:00696
PXD001833,MS:1001910,PRIDE:0000189,,MOD:00425|MOD:00397
PXD002585,MS:1001911,PRIDE:0000310,,MOD:00397
PXD001428,MS:1001910|MS:1002416,,,UNIMOD:21|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD001987,MS:1001911,,,MOD:01720
PXD002167,MS:1001910,,,MOD:00397
PXD001844,MS:1002416|MS:1001911,,,UNIMOD:36|UNIMOD:21|UNIMOD:330|UNIMOD:4|UNIMOD:35
PXD001851,MS:1000168,,,PRIDE:0000398
PXD001852,MS:1000168,,,PRIDE:0000398
PXD001560,MS:1001742,PRIDE:0000315,,MOD:00425|MOD:00696|MOD:00394|MOD:00397
PXD001861,MS:1001742,PRIDE:0000314,,PRIDE:0000398
PXD001819,MS:1001742,PRIDE:0000437|PRIDE:0000436,,MOD:00425|MOD:00397
